"player","rapm"
POL-18,-1.8003138869770647
NOR-33,1.688737138643838
MNE-11,-0.19237336388168513
SRB-7,-0.6728804851052518
ESP-25,-1.13142494783065
GER-1,-0.576963561168177
MNE-16,1.555070594792702
ROU-49,0.07498524310206929
FRA-15,-0.6729450474543501
NED-42,3.187214369172793
HUN-44,-0.649625612208964
ROU-19,-1.4733954820094906
RUS-24,-0.15703056176949512
HUN-33,-0.610963474364345
RUS-39,2.8947690585885613
NOR-7,2.811054695710723
NOR-9,-1.487518734292662
SLO-27,-0.024815979157552064
RUS-15,0.48464774348675993
ROU-97,-1.9801815702433943
SWE-12,0.1961922346738727
HUN-19,1.023865906604215
FRA-6,1.063740021695735
HUN-16,3.1671054495503297
SWE-17,-0.8035159144597863
DEN-27,-0.5495194605479736
CRO-48,-0.893744995559146
NED-5,-3.603544953254958
DEN-16,0.6027822586487286
NOR-20,2.4634088333006705
ESP-33,1.1125799037572934
ROU-1,-2.000653506530511
POL-66,1.1840164553752321
POL-16,-1.8270121494304314
NED-33,2.7018707460186717
ESP-16,0.9905142045395269
HUN-2,0.6260064446841058
SRB-3,1.1107420116067526
POL-12,1.2138170674003523
CZE-10,-1.1705930155395339
ESP-71,-0.2611573501174781
ROU-12,2.4932115769585077
RUS-33,-3.0607715829272135
SRB-9,2.600205306299954
ESP-3,-0.9905456927168256
ROU-22,0.07498524310205364
SWE-24,-0.7278179284009035
DEN-13,-1.7817428560363504
NOR-29,0.28557021197232724
CRO-8,0.07831276859120573
HUN-3,-0.2304934841332016
GER-16,1.44961980908878
NED-28,0.3073480274427816
SLO-9,0.5197438373553235
CRO-6,2.600963508398678
SWE-97,0.13387461601347306
FRA-21,-0.887577479727559
RUS-18,-1.340581517244579
SRB-14,-0.97446206070971
SRB-2,5.333865211748896
POL-2,-1.6399959640779778
MNE-23,-0.3584788188977797
RUS-8,0.9944639758828719
CRO-19,0.07280682009620582
HUN-48,-0.09672013349492468
FRA-17,1.460057315340809
SLO-24,-0.02481597915754398
ROU-96,0.07498524310208204
RUS-10,-0.3273048556985744
ESP-23,-0.990545692716795
HUN-66,0.9347710265918902
CZE-14,0.2577136069982854
RUS-12,-0.32730485569853013
FRA-27,0.28053137865940114
DEN-14,-0.5212476095595142
RUS-48,0.9944639758828789
SWE-27,0.03318856267545597
SWE-8,-1.065261903374037
CZE-16,1.057275609886904
DEN-18,0.9756385507100787
DEN-7,-0.5212476095595094
GER-42,-0.7902455053713423
NED-6,-0.15909321533757997
RUS-88,3.391010336714087
GER-26,-2.3673404077918923
HUN-45,-0.3809462775882296
SLO-18,1.0378957577381964
SRB-27,4.511588595795109
NOR-35,-0.3125126484063617
ROU-90,-4.299282872589722
CZE-67,0.9031266497321055
POL-23,-1.639995964077995
SLO-77,0.02779490592411835
SLO-17,0.4401136622582234
CZE-21,-2.375780662241395
RUS-67,-4.68324635649221
NOR-25,0.29949272944512206
HUN-8,1.5223079709810854
MNE-15,-2.022429338707301
POL-7,1.4250361381612888
MNE-66,0.5983360173746703
ROU-14,1.432761704777769
CZE-48,-0.8188477895483177
SWE-6,-0.5310853294979699
SWE-9,-0.4808109263945096
FRA-18,-1.2858571148365785
HUN-87,-1.511611900632359
DEN-3,1.3412573915299248
ROU-13,-0.8361397505602844
GER-77,1.2770880938008191
RUS-64,-0.3273048556985543
CZE-28,-0.6952299246762541
RUS-61,2.9532968725781843
HUN-5,-0.23026969984738946
MNE-13,-0.48196046819645527
SLO-8,-0.8446900906812258
SRB-5,-4.775858279438951
GER-4,-0.7684286657394088
DEN-25,0.6452827129235734
ROU-18,0.4803318158749114
POL-1,-1.639995964077985
NED-63,-1.066259474440103
MNE-64,-0.19237336388167936
SLO-29,0.9460466168884243
GER-27,-0.37902496178928025
CRO-3,3.3032261489781556
RUS-28,0.9943522887722646
SWE-19,1.247765185854806
CRO-26,0.5377393035684223
POL-96,-0.17873542543685683
CRO-14,1.2154024857796633
CZE-13,-1.5613788330471272
ROU-76,-0.9438062462483151
ESP-99,-0.06716160889689082
HUN-4,-0.6311291120187229
SWE-39,0.15461552476209947
MNE-14,-1.5871847425223977
SLO-4,0.02779490592410729
NOR-22,0.28557021197234866
ROU-39,0.07498524310207251
GER-35,-0.5772708487660718
SLO-28,-0.39669367270697625
HUN-20,-1.5205559673605784
SRB-20,-3.1317393191483207
DEN-21,-0.4053574659801665
POL-39,0.030956689852867553
SRB-18,-0.6728914966422758
ESP-12,0.4437553352696631
MNE-71,-0.046432351273373716
NOR-19,-1.1614939904770358
RUS-14,-0.5888381319607265
NED-9,-2.6373102404562343
SWE-15,0.7158113585858195
SWE-4,-0.0945596977627873
GER-15,0.37860615384390517
SRB-12,-0.6728914966423056
SWE-64,0.03318856267546334
POL-13,0.09908023840644355
GER-21,-0.7980962836457441
MNE-77,1.4076173220777664
RUS-9,-4.135956453311243
GER-3,1.795144584879409
NOR-13,1.0159730889673555
SWE-18,-0.45011996917332464
CRO-42,-0.8937449955591451
RUS-16,-1.4559630915124866
RUS-43,0.48464774348676404
SWE-34,-0.09455969776281009
NED-26,0.9406268203628977
GER-20,0.3007143897154526
POL-22,1.5780242017540254
CZE-17,1.0572756098868876
RUS-80,0.4846477434867686
CRO-35,2.1784277879926446
ROU-2,2.391518360337825
HUN-18,-0.6109634743643813
ESP-30,2.046470932569683
SWE-38,-1.8455426128420893
ESP-27,-0.047902836083865905
RUS-19,1.1088887461636303
NOR-4,1.76350124539279
DEN-43,-0.4543344368399371
GER-23,-2.241497056986825
SRB-33,2.8740894868570805
SLO-2,-0.5127011740223835
FRA-2,-0.5964214020529103
ROU-77,0.3455248328591011
CZE-33,1.7750593898184834
NED-24,2.6042535782709693
MNE-2,-0.19237336388167467
ESP-2,-0.3127945818718824
FRA-4,1.1552892524910003
ESP-66,-0.2611573501174739
MNE-97,-1.6312286966731666
FRA-24,-0.2622683873411454
NED-14,0.30734802744282147
CZE-19,0.14034294608005526
MNE-9,1.3296138605643921
DEN-64,-1.1897470202859608
RUS-96,0.4846477434867876
FRA-16,0.2962028064241289
ESP-11,0.21257376132088687
RUS-11,-2.7874476833718034
CRO-31,1.3926920421489417
DEN-4,2.4881517243619213
SWE-1,0.1546155247620937
FRA-20,0.4470839566316419
CZE-27,1.057275609886867
CRO-12,0.5377393035683938
ESP-61,-2.8707009075461425
ROU-87,-0.9438062462483384
ESP-4,1.2935848819493627
HUN-6,2.280611758258053
ESP-13,-0.26115735011746843
SLO-21,0.386146998376328
HUN-9,-0.2302696998473826
ESP-10,-1.7535779007644896
SWE-77,0.1338746160134571
SLO-7,-0.1122162047890045
RUS-31,1.4953197135514216
GER-6,-0.5132140219188892
SWE-11,-0.45011996917328595
SLO-16,-1.9065589820619693
MNE-96,-0.5833008269632258
GER-29,0.5137349388936394
RUS-7,0.962505269590287
